roundid,holeid,hnum,shotid,stroke,startpos,holedis,shots_to_hole_out
91042,1634272,8,5259504,1,0,390,4
91042,1634273,9,5259508,1,0,420,3
91042,1634274,10,5259511,1,0,485,5
91042,1634275,11,5259516,1,0,331,5
91042,1634276,12,5259521,1,0,200,3
91042,1634277,13,5259524,1,0,395,5
91042,1634278,14,5259529,1,0,150,3
91042,1634279,15,5259532,1,0,398,4
91042,1634280,16,5259536,1,0,365,3
91042,1634281,17,5259539,1,0,430,5
91042,1634281,17,5259540,2,0,155,4
91042,1634282,18,5259544,1,0,513,4
90841,1630656,10,5247427,1,0,500,3
90841,1630657,11,5247430,1,0,400,5
90841,1630658,12,5247435,1,0,440,4
90841,1630659,13,5247439,1,0,150,3
90841,1630660,14,5247442,1,0,330,4
90841,1630661,15,5247446,1,0,225,4
90841,1630662,16,5247450,1,0,330,4
90841,1630663,17,5247454,1,0,215,1
90841,1630664,18,5247458,1,0,400,4
90842,1630674,10,5247462,1,0,500,4
90842,1630675,11,5247466,1,0,400,4
90842,1630676,12,5247470,1,0,440,4
90842,1630677,13,5247474,1,0,150,3
90842,1630678,14,5247477,1,0,330,4
90842,1630679,15,5247481,1,0,225,3
90842,1630680,16,5247484,1,0,330,4
90842,1630681,17,5247488,1,0,215,5
90842,1630682,18,5247493,1,0,400,5
91785,1647639,1,5302774,1,0,442,4
91785,1647640,2,5302778,1,0,201,3
91785,1647641,3,5302781,1,0,427,4
91785,1647642,4,5302785,1,0,430,4
91785,1647643,5,5302789,1,0,503,5
91785,1647644,6,5302794,1,0,213,4
91785,1647645,7,5302798,1,0,399,4
91785,1647646,8,5302802,1,0,376,4
91785,1647647,9,5302806,1,0,586,4
91785,1647648,10,5302810,1,0,417,5
91785,1647649,11,5302815,1,0,555,5
91785,1647650,12,5302820,1,0,208,1
91082,1634994,10,5261805,1,0,400,4
91082,1634995,11,5261809,1,0,450,4
91082,1634996,12,5261813,1,0,460,5
91082,1634997,13,5261818,1,0,530,5
91082,1634998,14,5261823,1,0,370,5
91082,1634999,15,5261828,1,0,197,4
91082,1635000,16,5261832,1,0,580,5
91082,1635001,17,5261837,1,0,182,4
91082,1635002,18,5261841,1,0,460,4
91289,1638711,1,5273085,1,0,410,5
91289,1638712,2,5273090,1,0,210,3
91289,1638713,3,5273093,1,0,400,5
91289,1638714,4,5273098,1,0,550,5
91289,1638715,5,5273103,1,0,170,4
91289,1638716,6,5273107,1,0,450,4
91289,1638717,7,5273111,1,0,445,6
91289,1638718,8,5273117,1,0,370,4
91289,1638719,9,5273121,1,0,381,4
91289,1638720,10,5273125,1,0,390,3
91289,1638721,11,5273128,1,0,420,4
91289,1638722,12,5273132,1,0,215,4
91289,1638723,13,5273136,1,0,580,6
91289,1638724,14,5273142,1,0,175,3
91289,1638725,15,5273145,1,0,510,6
91289,1638726,16,5273151,1,0,430,4
91289,1638727,17,5273155,1,0,128,3
91289,1638728,18,5273158,1,0,520,5
91534,1643121,1,5288173,1,0,530,5
91534,1643122,2,5288178,1,0,190,4
91534,1643123,3,5288182,1,0,466,4
91534,1643124,4,5288186,1,0,130,3
91534,1643125,5,5288189,1,0,366,3
91534,1643126,6,5288192,1,0,585,6
91534,1643127,7,5288198,1,0,155,4
91534,1643128,8,5288202,1,0,375,3
91534,1643129,9,5288205,1,0,415,4
91534,1643130,10,5288209,1,0,360,4
91534,1643131,11,5288213,1,0,190,5
91534,1643132,12,5288218,1,0,505,7
91534,1643133,13,5288225,1,0,160,3
91534,1643134,14,5288228,1,0,411,1
91534,1643135,15,5288233,1,0,390,4
91534,1643136,16,5288237,1,0,337,4
91534,1643136,16,5288239,3,0,337,2
91534,1643137,17,5288244,1,0,552,6
91534,1643138,18,5288250,1,0,390,6
91786,1647657,1,5302821,1,0,388,4
